policy_id,age,gender,marital_status,education,occupation,region,driving_experience_years,previous_accidents,traffic_violations,vehicle_year,vehicle_age,vehicle_make,vehicle_type,fuel_type,annual_mileage,engine_cc,coverage_type,annual_premium,deductible,policy_duration_years,multi_policy,credit_score,annual_income,num_dependents,claim_filed
2831,70,Male,Divorced,Master,Self-Employed,Urban,48,0,2,2007,17,Volkswagen,Hatchback,Electric,33795,2500,Comprehensive,2086.91,1000,5,0,328,151058,1,1
2832,69,Male,Divorced,Bachelor,Employed,Suburban,47,0,0,2024,0,Audi,Sedan,Hybrid,24367,1800,Comprehensive,1450.08,2000,12,0,531,41398,0,0
2833,19,Female,Single,Master,Student,Suburban,0,1,1,2018,6,Chevrolet,Sedan,Hybrid,33876,1500,Standard,432.64,2000,9,1,740,144043,3,0
2834,39,Male,Widowed,None,Self-Employed,Urban,20,3,5,2016,8,Ford,Minivan,Electric,20338,1800,Basic,478.17,1000,15,1,385,189713,1,1
2835,55,Female,Single,High School,Unemployed,Rural,32,0,0,2020,4,Nissan,Pickup,Diesel,13907,1800,Basic,1810.64,1000,2,1,713,122825,1,0
2836,24,Female,Divorced,Master,Employed,Urban,5,0,2,2011,13,Mercedes,SUV,Hybrid,23356,1200,Comprehensive,2403.66,1500,10,1,772,39927,4,0
2837,58,Female,Widowed,High School,Employed,Urban,37,0,0,2007,17,Ford,SUV,Electric,33984,2000,Basic,770.2,2000,13,1,848,175998,2,1
2838,25,Female,Widowed,PhD,Employed,Suburban,7,1,2,2010,14,Volkswagen,SUV,Diesel,9935,1500,Comprehensive,2416.44,1000,4,1,736,59079,0,1
2839,72,Female,Married,Bachelor,Student,Urban,51,2,2,2006,18,Volkswagen,Pickup,Hybrid,17078,3500,Comprehensive,2048.25,1000,10,1,519,19337,0,1
2840,67,Female,Divorced,High School,Unemployed,Rural,45,0,1,2022,2,Ford,Coupe,Electric,21918,1200,Standard,2792.5,250,5,1,799,54050,2,1
2841,66,Male,Single,PhD,Self-Employed,Suburban,43,1,2,2005,19,Toyota,Hatchback,Hybrid,9789,1000,Comprehensive,2268.95,2000,9,0,518,166597,1,0
2842,68,Female,Single,None,Student,Suburban,50,2,0,2010,14,Mercedes,Minivan,Diesel,13764,1500,Basic,419.96,500,10,0,446,39809,0,1
2843,59,Female,Single,High School,Unemployed,Urban,36,0,1,2013,11,Ford,Pickup,Petrol,30998,1800,Basic,591.22,2000,14,0,362,77174,2,1
2844,24,Female,Married,High School,Retired,Rural,4,0,2,2022,2,Ford,Pickup,Electric,27464,2500,Comprehensive,2485.08,1500,9,1,399,170952,4,1
2845,62,Female,Widowed,PhD,Retired,Rural,43,0,0,2022,2,Volkswagen,Hatchback,Diesel,31760,1500,Standard,1400.42,1500,2,1,599,51357,1,0
2846,52,Female,Single,PhD,Student,Urban,33,0,0,2007,17,Volkswagen,Minivan,Petrol,31557,1200,Comprehensive,1030.31,250,14,0,403,196052,1,0
2847,29,Male,Single,None,Student,Rural,6,2,0,2010,14,Honda,Pickup,Electric,20367,1200,Basic,722.48,1500,4,0,619,32763,3,0
2848,26,Female,Divorced,Bachelor,Self-Employed,Rural,6,1,5,2005,19,Hyundai,Pickup,Hybrid,14351,1200,Comprehensive,2482.87,250,12,1,477,87634,3,0
2849,68,Male,Widowed,Bachelor,Employed,Rural,46,1,0,2006,18,Mercedes,Hatchback,Hybrid,9656,1000,Standard,1060.47,1000,12,1,786,34215,2,1
2850,48,Male,Divorced,Bachelor,Employed,Suburban,29,3,0,2005,19,Chevrolet,Minivan,Petrol,33293,1500,Standard,2091.6,1000,10,0,310,144660,0,1
2851,54,Female,Married,PhD,Employed,Rural,35,1,0,2020,4,Toyota,Pickup,Electric,26806,2000,Basic,646.14,500,6,1,399,125405,2,1
2852,35,Female,Married,Master,Employed,Suburban,16,1,2,2016,8,Volkswagen,Hatchback,Hybrid,17929,1500,Standard,514.65,2000,1,0,442,26707,1,1
2853,49,Female,Widowed,None,Retired,Rural,28,0,0,2016,8,Volkswagen,Hatchback,Hybrid,26624,1800,Standard,1371.25,1500,13,1,395,72603,1,0
2854,43,Female,Single,Bachelor,Self-Employed,Suburban,24,0,0,2013,11,Hyundai,SUV,Diesel,33581,2000,Comprehensive,2994.57,500,2,1,708,39925,0,0
2855,50,Male,Divorced,None,Employed,Urban,30,2,0,2024,0,Nissan,SUV,Hybrid,16984,1000,Standard,1380.87,250,6,0,849,74480,1,1
2856,54,Male,Single,Master,Student,Rural,35,1,0,2022,2,Toyota,Pickup,Electric,6175,3500,Comprehensive,1196.13,500,6,1,681,44428,0,0
2857,35,Male,Married,None,Retired,Urban,12,0,2,2022,2,Hyundai,Coupe,Electric,5084,3000,Basic,691.24,250,6,1,665,165649,2,0
2858,41,Male,Divorced,High School,Unemployed,Rural,20,0,0,2015,9,BMW,Pickup,Petrol,8869,1800,Basic,2043.91,250,4,0,345,190788,0,0
2859,30,Male,Widowed,High School,Retired,Suburban,7,1,0,2023,1,Ford,Sedan,Hybrid,16073,1000,Comprehensive,625.77,250,2,1,718,159975,1,1
2860,49,Male,Widowed,High School,Self-Employed,Urban,29,0,2,2013,11,Hyundai,Sedan,Diesel,16879,1500,Comprehensive,1916.88,1500,4,0,503,189113,0,1
2861,69,Male,Married,Master,Self-Employed,Suburban,46,1,0,2017,7,Ford,Coupe,Petrol,11597,3000,Standard,2926.84,250,6,0,582,82598,0,0
2862,22,Female,Widowed,High School,Self-Employed,Urban,2,1,1,2024,0,Nissan,Hatchback,Electric,19802,1500,Comprehensive,840.25,250,1,1,603,150192,0,1
2863,41,Male,Married,Bachelor,Student,Rural,21,0,0,2008,16,Nissan,Sedan,Petrol,19691,2000,Standard,1292.31,500,6,1,567,148866,2,0
2864,53,Female,Single,Bachelor,Self-Employed,Rural,33,1,0,2005,19,Hyundai,Sedan,Hybrid,31607,1500,Comprehensive,2291.64,250,8,0,556,193977,2,1
2865,33,Female,Widowed,PhD,Student,Urban,15,2,0,2024,0,Volkswagen,Minivan,Diesel,27604,1800,Basic,851.49,2000,8,1,615,143289,0,0
2866,29,Male,Divorced,Bachelor,Retired,Rural,6,0,1,2023,1,Mercedes,SUV,Hybrid,10576,1800,Comprehensive,2385.03,2000,15,0,659,124228,1,0
2867,69,Female,Single,Master,Employed,Urban,47,1,0,2019,5,Chevrolet,Sedan,Hybrid,14194,1800,Basic,947.31,1500,9,0,458,85290,3,1
2868,74,Female,Single,PhD,Unemployed,Rural,54,0,1,2023,1,BMW,Minivan,Hybrid,5868,1500,Basic,2654.87,500,9,0,535,177578,0,1
2869,62,Female,Divorced,Master,Retired,Suburban,41,1,1,2005,19,BMW,Minivan,Petrol,26267,2000,Comprehensive,1410.75,1500,6,0,786,171614,3,0
2870,51,Male,Married,None,Student,Suburban,31,4,0,2009,15,Chevrolet,Pickup,Petrol,23545,2000,Standard,1931.57,250,10,1,413,74587,1,1
2871,28,Male,Single,None,Unemployed,Suburban,8,0,1,2013,11,Chevrolet,Minivan,Petrol,23238,1200,Basic,537.68,2000,13,1,412,138674,2,0
2872,72,Male,Divorced,Master,Self-Employed,Suburban,54,1,1,2005,19,Mercedes,Hatchback,Electric,25048,3000,Basic,2800.93,2000,10,1,418,57252,0,0
2873,48,Female,Divorced,PhD,Retired,Suburban,25,1,0,2008,16,Nissan,SUV,Hybrid,5773,1500,Basic,2214.63,500,14,1,426,186943,2,0
2874,42,Male,Single,Bachelor,Employed,Urban,22,0,2,2024,0,Chevrolet,Coupe,Electric,7718,2000,Comprehensive,2888.48,500,12,1,683,54279,0,0
2875,50,Female,Married,Bachelor,Retired,Rural,32,1,1,2024,0,Nissan,Coupe,Electric,30411,3000,Basic,2592.41,2000,3,1,794,23724,0,0
2876,68,Female,Divorced,None,Retired,Suburban,48,0,2,2015,9,Mercedes,Minivan,Hybrid,10825,2500,Comprehensive,598.72,2000,9,1,758,77472,0,0
2877,73,Male,Widowed,High School,Student,Rural,54,0,0,2007,17,Chevrolet,Sedan,Electric,16667,2500,Standard,2446.24,500,3,1,422,118018,3,1
2878,62,Female,Widowed,Master,Unemployed,Rural,41,0,0,2020,4,Toyota,SUV,Petrol,11966,1500,Basic,2880.62,2000,7,0,430,116182,2,0
2879,25,Female,Divorced,None,Retired,Urban,5,0,1,2022,2,Nissan,Pickup,Electric,22897,1500,Basic,1668.46,1500,7,0,756,56127,1,0
2880,21,Male,Married,Master,Employed,Urban,1,2,3,2022,2,Ford,Coupe,Hybrid,5919,2500,Standard,539.61,250,10,1,755,82633,1,0
2881,19,Female,Single,PhD,Retired,Rural,0,0,3,2020,4,Honda,Minivan,Diesel,27300,1500,Standard,2913.99,250,2,1,636,179088,1,0
2882,34,Male,Married,PhD,Unemployed,Rural,11,0,0,2022,2,Honda,Sedan,Diesel,5985,2500,Comprehensive,2714.64,2000,6,0,413,34546,2,0
2883,38,Male,Divorced,Bachelor,Self-Employed,Urban,18,0,1,2022,2,Audi,Pickup,Petrol,27522,2000,Standard,2418.75,500,8,1,692,137561,0,0
2884,74,Male,Widowed,High School,Student,Urban,54,1,0,2018,6,Mercedes,Sedan,Electric,8129,1200,Basic,780.59,1000,1,0,600,88518,0,0
2885,35,Male,Married,Master,Self-Employed,Urban,14,0,0,2014,10,Volkswagen,Sedan,Electric,34564,2000,Basic,718.74,250,2,0,566,35689,0,0
2886,24,Male,Widowed,None,Unemployed,Urban,3,0,1,2015,9,Ford,Pickup,Diesel,22589,1500,Comprehensive,2055.05,2000,7,1,717,22051,2,1
2887,57,Female,Divorced,PhD,Unemployed,Rural,37,0,3,2011,13,Honda,Coupe,Electric,21110,1800,Comprehensive,1458.17,2000,2,0,549,170812,2,0
2888,70,Female,Married,High School,Student,Rural,47,1,0,2021,3,Mercedes,Hatchback,Petrol,29089,2500,Basic,457.55,1500,2,1,695,101470,4,1
2889,27,Female,Single,High School,Employed,Rural,8,0,2,2007,17,Toyota,Coupe,Petrol,30725,3000,Comprehensive,2221.98,2000,2,0,784,153421,0,1
2890,18,Female,Divorced,Master,Retired,Suburban,0,1,2,2009,15,Hyundai,Pickup,Hybrid,9386,1200,Comprehensive,473.61,1000,2,0,307,163967,0,0
2891,61,Male,Widowed,Master,Unemployed,Rural,42,0,0,2007,17,Mercedes,Pickup,Diesel,27296,2500,Basic,2595.02,250,9,1,731,93217,2,1
2892,75,Female,Married,Bachelor,Self-Employed,Rural,55,0,3,2023,1,BMW,Sedan,Electric,23471,1500,Standard,1747.99,250,12,0,804,67643,0,0
2893,63,Male,Single,Bachelor,Student,Suburban,42,0,0,2010,14,Hyundai,Minivan,Diesel,30642,1800,Comprehensive,1159.69,2000,4,0,638,157553,1,0
2894,40,Male,Divorced,None,Retired,Urban,17,0,0,2018,6,Chevrolet,SUV,Diesel,24255,1800,Comprehensive,2493.83,2000,9,0,406,152569,4,1
2895,65,Male,Widowed,PhD,Employed,Suburban,42,4,1,2016,8,Hyundai,Coupe,Hybrid,30241,1000,Basic,1295.07,1500,15,1,716,170508,2,1
2896,26,Female,Divorced,None,Student,Suburban,8,2,3,2005,19,Ford,Coupe,Hybrid,12035,3000,Standard,2565.68,500,9,0,669,134466,0,1
2897,71,Female,Married,None,Student,Rural,50,0,1,2010,14,Chevrolet,SUV,Electric,10541,1800,Basic,2065.05,1000,3,1,632,194887,0,0
2898,18,Female,Divorced,None,Unemployed,Rural,0,4,0,2007,17,BMW,SUV,Petrol,14106,1500,Basic,1591.59,1000,4,1,844,105784,1,0
2899,65,Male,Divorced,Master,Student,Urban,45,0,1,2014,10,Honda,Pickup,Diesel,8005,1800,Comprehensive,2233.74,1500,13,1,397,142640,0,1
2900,55,Male,Divorced,PhD,Retired,Urban,37,0,2,2018,6,Volkswagen,Sedan,Electric,33577,2000,Comprehensive,370.6,2000,13,1,728,170580,4,0
2901,64,Male,Widowed,High School,Unemployed,Rural,42,0,2,2013,11,Ford,Sedan,Hybrid,15797,1500,Comprehensive,2839.28,1500,14,1,449,54720,1,0
2902,67,Female,Widowed,Bachelor,Retired,Rural,47,2,1,2018,6,Toyota,Sedan,Electric,28413,1000,Comprehensive,1303.3,2000,6,1,369,91339,2,1
2903,49,Male,Single,Bachelor,Student,Urban,26,1,2,2009,15,Volkswagen,Sedan,Hybrid,9016,1800,Standard,462.34,2000,7,0,785,51783,3,0
2904,67,Female,Divorced,None,Retired,Suburban,46,0,0,2015,9,Nissan,Sedan,Hybrid,11841,1500,Basic,915.92,250,5,0,693,52645,4,0
2905,43,Male,Divorced,Bachelor,Unemployed,Rural,24,0,1,2007,17,Nissan,Pickup,Hybrid,10416,3000,Basic,1058.03,1500,7,0,328,31662,0,0
2906,62,Male,Divorced,None,Employed,Suburban,44,0,0,2009,15,Audi,Minivan,Hybrid,15624,1200,Standard,2975.4,250,5,1,317,190660,0,1
2907,41,Male,Married,PhD,Retired,Rural,22,0,0,2015,9,Honda,Hatchback,Diesel,29834,2000,Comprehensive,1345.42,250,15,0,433,96669,0,0
2908,28,Male,Married,High School,Unemployed,Urban,9,0,0,2006,18,Volkswagen,Sedan,Diesel,26295,1200,Comprehensive,1891.34,2000,13,1,772,74554,1,0
2909,41,Female,Divorced,High School,Employed,Rural,19,2,0,2006,18,Chevrolet,SUV,Electric,24956,3500,Comprehensive,316.8,1500,7,1,606,196966,0,0
2910,19,Female,Divorced,Master,Self-Employed,Rural,0,2,0,2024,0,Mercedes,SUV,Diesel,21695,1500,Basic,999.99,500,13,1,507,53771,1,1
2911,72,Male,Married,Bachelor,Self-Employed,Rural,53,0,0,2012,12,Honda,Sedan,Petrol,26990,2000,Basic,1630.15,500,12,1,780,195401,2,0
2912,65,Male,Married,Master,Self-Employed,Rural,46,0,0,2008,16,Nissan,Coupe,Petrol,23756,1800,Comprehensive,2273.3,2000,8,0,524,69161,0,0
2913,22,Male,Single,None,Unemployed,Suburban,4,0,2,2021,3,Ford,Coupe,Hybrid,26533,3000,Comprehensive,1667.45,250,9,0,572,76923,0,1
2914,69,Female,Married,None,Self-Employed,Suburban,47,1,0,2022,2,Nissan,Pickup,Hybrid,26593,3000,Comprehensive,1476.22,250,8,1,806,164125,0,1
2915,35,Male,Married,Master,Unemployed,Rural,12,4,1,2013,11,Nissan,Hatchback,Petrol,27628,2000,Comprehensive,801.56,1500,1,0,341,142027,3,1
2916,71,Male,Divorced,None,Unemployed,Rural,53,0,0,2022,2,Audi,Coupe,Diesel,32028,1500,Comprehensive,2117.45,250,6,1,665,148561,1,0
2917,64,Male,Divorced,High School,Self-Employed,Suburban,42,2,2,2013,11,Hyundai,SUV,Hybrid,19898,1800,Basic,2060.18,500,15,1,494,72104,0,0
2918,21,Male,Single,PhD,Retired,Rural,0,0,0,2014,10,Mercedes,Minivan,Hybrid,17746,1500,Comprehensive,1023.93,2000,1,1,781,47215,0,1
2919,34,Male,Married,Bachelor,Self-Employed,Rural,14,2,3,2018,6,Toyota,Pickup,Electric,22072,1500,Standard,768.78,2000,13,1,323,171120,2,1
2920,69,Female,Divorced,None,Student,Rural,51,0,0,2015,9,Chevrolet,Minivan,Electric,19456,1500,Basic,1467.13,500,13,1,312,181546,0,0
2921,60,Female,Married,High School,Self-Employed,Suburban,40,3,1,2006,18,Chevrolet,Pickup,Electric,18886,1800,Standard,880.6,1000,15,0,767,29073,1,1
2922,62,Male,Married,Bachelor,Retired,Urban,39,0,1,2009,15,Chevrolet,Minivan,Electric,25394,3000,Comprehensive,904.99,2000,9,1,540,82456,0,1
2923,70,Male,Single,Master,Unemployed,Suburban,51,0,2,2011,13,Honda,Sedan,Hybrid,28026,3000,Comprehensive,2590.06,1000,8,1,826,195246,2,1
2924,41,Female,Married,High School,Employed,Urban,19,0,2,2010,14,Chevrolet,SUV,Hybrid,12433,2000,Basic,514.86,2000,9,0,589,163170,1,0
2925,64,Female,Single,None,Employed,Rural,41,2,0,2016,8,Honda,SUV,Petrol,24331,1500,Basic,2298.22,2000,13,0,778,123777,2,1
2926,34,Female,Married,Master,Student,Rural,16,0,1,2021,3,Volkswagen,Minivan,Diesel,15398,3500,Standard,2906.05,1500,5,1,771,44109,1,0
2927,68,Female,Married,PhD,Retired,Rural,45,0,3,2008,16,Audi,Coupe,Petrol,19489,1000,Basic,813.43,1500,9,0,448,43171,1,1
2928,28,Male,Widowed,Bachelor,Unemployed,Rural,6,0,1,2005,19,Mercedes,Minivan,Petrol,13207,2500,Standard,2776.75,2000,9,1,385,71773,1,1
2929,54,Male,Widowed,Bachelor,Self-Employed,Rural,33,0,1,2013,11,Nissan,Hatchback,Petrol,32619,1000,Basic,483.16,250,13,1,832,150806,1,0
2930,18,Male,Widowed,PhD,Student,Rural,0,1,2,2023,1,Ford,Pickup,Diesel,17734,2000,Basic,2643.57,1500,10,0,798,193277,4,0
2931,58,Male,Single,PhD,Unemployed,Rural,39,3,1,2021,3,Honda,Sedan,Petrol,34659,2000,Standard,2674.16,1000,1,0,383,174788,1,0
2932,63,Female,Divorced,PhD,Student,Suburban,43,3,0,2011,13,Ford,SUV,Electric,5736,1500,Comprehensive,1331.28,2000,14,1,812,160694,3,0
2933,66,Female,Divorced,Master,Student,Suburban,47,0,0,2023,1,Ford,SUV,Electric,31149,3500,Comprehensive,1522.46,250,5,0,591,65468,2,0
2934,21,Male,Married,PhD,Self-Employed,Rural,1,1,1,2014,10,Toyota,Minivan,Hybrid,24887,2000,Standard,1627.58,2000,11,1,539,179455,1,0
2935,24,Male,Married,High School,Student,Urban,6,2,0,2023,1,Nissan,Minivan,Petrol,15812,1500,Basic,2769.2,500,5,1,336,75533,0,0
2936,62,Male,Married,Bachelor,Student,Rural,44,0,1,2005,19,Audi,Minivan,Hybrid,14101,3500,Basic,1845.34,500,9,1,634,111002,0,0
2937,30,Male,Single,High School,Unemployed,Urban,7,0,2,2013,11,Audi,Sedan,Diesel,6294,2000,Basic,300.39,1000,6,1,356,88243,0,1
2938,69,Female,Divorced,High School,Retired,Urban,51,0,0,2014,10,Honda,SUV,Diesel,29410,2000,Standard,466.68,250,3,0,483,66039,3,1
2939,69,Male,Married,None,Unemployed,Rural,46,0,1,2015,9,Nissan,Sedan,Electric,11115,1800,Standard,397.8,500,2,1,386,117908,3,1
2940,56,Female,Married,Bachelor,Employed,Urban,36,1,1,2014,10,Ford,Minivan,Petrol,31162,1500,Comprehensive,2635.37,1000,14,0,611,195271,2,0
2941,54,Female,Single,PhD,Student,Urban,36,1,1,2008,16,Honda,Hatchback,Electric,31275,3000,Comprehensive,607.72,1500,12,1,353,35540,2,1
2942,37,Male,Single,PhD,Retired,Rural,17,0,0,2005,19,Toyota,Coupe,Diesel,25705,1200,Standard,814.26,1000,3,0,766,49291,1,0
2943,62,Male,Single,Master,Student,Suburban,41,1,0,2008,16,Volkswagen,Pickup,Petrol,34279,3500,Standard,2507.41,2000,5,1,319,40407,0,1
2944,26,Female,Married,Bachelor,Self-Employed,Suburban,3,1,2,2019,5,BMW,Sedan,Hybrid,23223,1800,Comprehensive,1675.84,2000,14,1,418,165565,0,0
2945,21,Male,Married,None,Retired,Suburban,3,0,0,2007,17,Volkswagen,Pickup,Electric,15475,2000,Basic,1162.02,1500,12,0,469,104772,3,1
2946,66,Male,Widowed,High School,Retired,Suburban,43,1,1,2019,5,Nissan,Sedan,Electric,34501,1800,Basic,1222.06,1500,5,1,398,141808,0,1
2947,50,Male,Divorced,Bachelor,Self-Employed,Suburban,30,0,1,2011,13,Toyota,Coupe,Diesel,18680,1800,Comprehensive,1676.68,500,4,0,351,61216,3,0
2948,50,Female,Married,High School,Retired,Suburban,30,0,1,2011,13,Mercedes,Hatchback,Petrol,16163,1800,Standard,1480.21,2000,14,1,380,168073,3,0
2949,62,Male,Divorced,High School,Retired,Suburban,39,4,1,2014,10,Audi,Minivan,Diesel,29737,2000,Comprehensive,1304.48,1000,6,1,388,62861,2,1
2950,69,Female,Divorced,None,Retired,Suburban,50,0,1,2009,15,Audi,Minivan,Electric,26862,1800,Standard,2972.44,1000,3,1,720,72553,0,1
2951,70,Female,Single,None,Retired,Suburban,48,1,0,2014,10,Honda,Pickup,Diesel,22902,1800,Basic,1666.85,250,1,1,464,106157,0,1
2952,50,Female,Widowed,Bachelor,Self-Employed,Urban,32,0,2,2016,8,Hyundai,Pickup,Diesel,34195,2000,Basic,301.24,1000,14,0,507,98819,2,0
2953,23,Female,Widowed,Master,Employed,Suburban,0,2,0,2015,9,Volkswagen,Coupe,Electric,32830,1200,Standard,2934.43,1500,4,1,449,195915,2,0
2954,71,Female,Married,Master,Student,Suburban,51,1,1,2008,16,Volkswagen,Hatchback,Hybrid,27526,1500,Standard,2735.36,1500,5,0,706,70738,0,1
2955,25,Female,Single,High School,Employed,Suburban,3,2,0,2017,7,Audi,SUV,Diesel,14197,2500,Comprehensive,1398.03,500,4,1,590,67652,1,0
2956,50,Female,Single,Master,Student,Urban,27,0,5,2024,0,Mercedes,Pickup,Hybrid,25671,1500,Standard,2289.53,500,12,0,724,29627,0,0
2957,52,Female,Widowed,PhD,Employed,Suburban,33,0,5,2006,18,BMW,Hatchback,Petrol,19031,2000,Comprehensive,2091.58,1000,10,0,702,43599,2,1
2958,68,Female,Widowed,High School,Unemployed,Rural,48,2,2,2014,10,Volkswagen,Sedan,Diesel,32916,1500,Basic,2085.32,1000,3,1,714,61816,0,1
2959,58,Male,Single,PhD,Self-Employed,Suburban,37,1,0,2018,6,Volkswagen,Pickup,Diesel,24903,1000,Comprehensive,2395.31,250,15,1,462,145510,2,0
2960,68,Male,Widowed,Master,Student,Suburban,50,3,0,2018,6,Volkswagen,Hatchback,Hybrid,25602,1200,Standard,375.64,500,3,1,412,187815,2,1
2961,73,Female,Divorced,PhD,Self-Employed,Suburban,50,0,5,2019,5,Volkswagen,Hatchback,Diesel,18850,1200,Comprehensive,2018.08,250,10,1,789,149435,3,0
2962,33,Male,Single,PhD,Employed,Urban,10,0,0,2017,7,Volkswagen,Pickup,Petrol,16147,1200,Basic,2047.9,250,9,1,388,172124,2,0
2963,42,Male,Widowed,None,Student,Rural,23,0,1,2024,0,Hyundai,Pickup,Petrol,7081,1000,Basic,336.32,2000,14,1,667,153390,1,0
2964,59,Male,Divorced,High School,Retired,Suburban,41,3,0,2017,7,Honda,SUV,Petrol,18021,1500,Standard,1720.66,500,10,1,390,180000,3,0
2965,18,Female,Single,None,Unemployed,Urban,0,2,0,2013,11,Audi,Coupe,Hybrid,16803,1800,Standard,2411.46,250,3,1,549,146516,1,0
2966,52,Male,Widowed,None,Self-Employed,Suburban,29,0,2,2013,11,Mercedes,Hatchback,Petrol,16204,2500,Standard,2748.42,500,11,0,427,170044,2,1
2967,67,Female,Divorced,PhD,Unemployed,Urban,47,0,1,2018,6,BMW,Pickup,Diesel,6540,1500,Basic,1695.55,250,7,0,748,176822,2,1
2968,47,Male,Married,Bachelor,Unemployed,Suburban,26,1,0,2023,1,Hyundai,Pickup,Petrol,28974,2000,Basic,2441.99,1000,11,0,548,85901,0,0
2969,45,Male,Married,Bachelor,Retired,Suburban,26,0,0,2011,13,BMW,Hatchback,Hybrid,7897,2000,Basic,344.78,1000,8,1,431,33051,0,0
2970,18,Female,Married,None,Unemployed,Suburban,0,1,1,2019,5,Toyota,SUV,Electric,17125,1500,Comprehensive,1183.82,500,15,0,351,138316,1,1
2971,19,Male,Widowed,High School,Unemployed,Rural,0,0,0,2015,9,Audi,SUV,Electric,16926,3000,Standard,2784.18,1500,12,0,671,185472,2,0
2972,33,Female,Single,PhD,Employed,Urban,10,1,2,2010,14,BMW,Sedan,Diesel,11223,1000,Standard,1641.91,1500,9,1,751,74971,4,1
2973,56,Male,Married,Master,Employed,Urban,33,1,3,2006,18,Volkswagen,SUV,Electric,28933,1800,Basic,1041.29,1000,15,1,402,179752,0,1
2974,65,Male,Married,High School,Employed,Suburban,46,1,0,2016,8,Nissan,Pickup,Diesel,11359,3500,Comprehensive,2139.69,1000,7,1,794,127325,4,0
2975,26,Male,Single,High School,Student,Urban,5,0,2,2019,5,Chevrolet,Hatchback,Hybrid,32819,3500,Basic,1670.45,1000,1,0,680,191259,1,1
2976,66,Female,Divorced,Master,Self-Employed,Rural,47,0,1,2020,4,Mercedes,SUV,Petrol,6539,1800,Basic,2614.97,250,6,1,766,169785,2,1
2977,50,Male,Single,High School,Unemployed,Suburban,32,2,0,2019,5,Hyundai,Minivan,Diesel,23792,1500,Comprehensive,2262.28,2000,14,1,684,133341,2,0
2978,68,Male,Single,Master,Self-Employed,Suburban,50,1,0,2018,6,Hyundai,Hatchback,Electric,25706,1200,Basic,2412.02,2000,11,0,675,71910,4,0
2979,34,Female,Single,PhD,Student,Rural,16,0,2,2019,5,Nissan,Sedan,Electric,25650,2000,Comprehensive,1137.09,1000,13,0,475,112160,2,0
2980,55,Male,Divorced,None,Employed,Rural,34,0,1,2008,16,Nissan,Coupe,Diesel,8203,2000,Basic,1235.73,1500,7,1,563,114594,0,0
2981,72,Male,Widowed,Master,Student,Urban,52,0,0,2022,2,Chevrolet,Hatchback,Petrol,5980,1500,Standard,823.86,500,7,0,583,125850,0,0
2982,29,Female,Widowed,None,Student,Suburban,10,0,1,2018,6,Volkswagen,Pickup,Diesel,18976,2500,Basic,891.08,500,14,0,413,182347,2,1
2983,45,Male,Divorced,Master,Student,Rural,23,3,2,2014,10,Mercedes,Minivan,Petrol,22852,2000,Basic,1914.71,1500,9,0,462,141053,2,0
2984,68,Male,Married,Bachelor,Student,Urban,50,0,0,2010,14,BMW,SUV,Petrol,14058,1800,Basic,711.31,1500,13,0,431,86477,0,0
2985,49,Female,Single,High School,Student,Urban,29,1,3,2024,0,Chevrolet,Sedan,Electric,7310,1200,Comprehensive,2749.3,1500,8,1,422,115620,0,0
2986,57,Male,Single,None,Student,Urban,34,1,0,2017,7,Honda,Sedan,Petrol,23546,1200,Basic,2152.98,1000,13,1,337,49236,1,0
2987,20,Male,Divorced,None,Unemployed,Rural,0,0,1,2011,13,Hyundai,Minivan,Electric,6991,2500,Comprehensive,2444.29,2000,5,0,301,93523,2,1
2988,57,Male,Widowed,PhD,Student,Rural,37,0,0,2021,3,Volkswagen,Pickup,Petrol,15219,3500,Comprehensive,873.85,2000,14,0,614,37841,4,0
2989,30,Male,Widowed,Bachelor,Self-Employed,Urban,9,1,2,2021,3,Honda,Coupe,Electric,15162,1500,Comprehensive,2897.09,500,1,1,443,137570,0,0
2990,24,Male,Single,Master,Student,Rural,2,0,3,2013,11,Nissan,SUV,Hybrid,7598,2500,Basic,2432.08,1000,3,1,328,24329,0,1
2991,36,Female,Divorced,Bachelor,Employed,Rural,13,1,2,2016,8,Volkswagen,SUV,Electric,14516,1500,Standard,2459.98,2000,3,0,734,124747,4,1
2992,74,Female,Widowed,High School,Self-Employed,Suburban,56,0,0,2006,18,Audi,Hatchback,Electric,20845,2000,Standard,930.83,2000,15,0,650,198673,1,1
2993,23,Male,Widowed,High School,Unemployed,Suburban,0,1,1,2007,17,Chevrolet,Coupe,Petrol,21424,1800,Standard,2773.3,2000,13,0,668,159141,2,1
2994,45,Male,Married,None,Self-Employed,Suburban,23,0,1,2019,5,Honda,Coupe,Electric,20624,1000,Standard,2964.26,500,13,0,309,27806,3,0
2995,49,Male,Divorced,High School,Student,Rural,29,2,1,2023,1,Toyota,Sedan,Diesel,34530,1800,Basic,2699.66,1500,15,0,609,125892,3,0
2996,21,Male,Widowed,Master,Self-Employed,Urban,0,1,1,2019,5,Volkswagen,SUV,Diesel,8626,2000,Standard,1573.61,250,3,1,318,112046,3,0
2997,62,Male,Married,PhD,Student,Rural,43,2,0,2006,18,Honda,SUV,Electric,9635,2500,Standard,2231.46,1500,7,0,331,53596,2,0
2998,26,Male,Single,None,Employed,Urban,8,1,1,2022,2,Hyundai,SUV,Electric,24329,1000,Comprehensive,1242.7,2000,3,1,555,145513,3,0
