Claim_ID,Age,Gender,Policy_Type,Vehicle_Type,Accident_Type,Annual_Premium,Claim_Amount,Police_Report,Witness_Present,Past_Claims,Days_To_Claim,Incident_Location,Claim_Status
56914,60,Male,Gold,Sedan,Minor,82899,44799,Yes,No,3,26,Urban,1
56923,49,Female,Gold,Hatchback,Minor,58548,226378,No,Yes,1,37,Rural,1
56935,30,Female,Gold,Hatchback,Major,44577,130049,Yes,Yes,2,47,Urban,1
56943,35,Male,Basic,Sedan,Major,17843,351607,Yes,Yes,2,24,Urban,1
56944,66,Male,Gold,Truck,Major,34834,460615,Yes,Yes,3,30,Urban,1
56954,40,Male,Gold,Truck,Total Loss,48202,360564,No,No,2,49,Rural,1
56955,47,Female,Basic,Sedan,Minor,66187,199173,Yes,Yes,0,44,Rural,1
56958,51,Male,Basic,Sedan,Major,53805,496357,No,No,3,13,Rural,1
56960,73,Female,Basic,Sedan,Major,67360,87644,No,No,1,39,Urban,1
56961,65,Female,Premium,Hatchback,Minor,59938,307567,No,Yes,5,29,Rural,1
56966,59,Female,Basic,SUV,Major,52464,489635,No,No,0,48,Rural,1
56974,52,Male,Premium,Hatchback,Minor,18924,28473,Yes,Yes,5,40,Rural,1
56982,38,Male,Gold,Sedan,Total Loss,55755,471889,Yes,Yes,4,21,Urban,1
56984,39,Male,Premium,Hatchback,Major,76130,210878,Yes,Yes,2,17,Rural,1
56985,62,Female,Gold,Hatchback,Minor,84677,71314,No,Yes,1,50,Urban,1
56988,34,Male,Gold,Sedan,Minor,44839,84843,Yes,Yes,3,23,Rural,1
56991,74,Female,Gold,Sedan,Minor,33767,33820,Yes,No,0,6,Urban,1
56992,59,Female,Basic,Sedan,Minor,72554,84507,No,Yes,4,33,Rural,1
57002,43,Male,Basic,Sedan,Major,48500,262275,Yes,No,5,54,Rural,1
57014,21,Female,Premium,Hatchback,Minor,73928,188582,Yes,Yes,1,33,Rural,1
57016,71,Female,Gold,SUV,Minor,35428,375430,Yes,No,5,52,Rural,1
57020,44,Male,Premium,Sedan,Minor,52464,587212,Yes,Yes,0,39,Urban,1
57031,34,Male,Gold,SUV,Minor,57580,123788,No,Yes,4,44,Rural,1
57035,38,Female,Basic,SUV,Total Loss,17595,575846,No,No,1,4,Rural,1
57039,33,Female,Premium,Sedan,Total Loss,49539,464165,No,Yes,0,21,Urban,1
57046,54,Male,Premium,Sedan,Minor,65125,307567,Yes,Yes,5,29,Urban,1
57049,33,Female,Basic,Sedan,Total Loss,74754,153527,No,No,3,43,Urban,1
57051,27,Female,Premium,SUV,Total Loss,16800,282686,No,No,4,59,Rural,1
57053,62,Male,Premium,Sedan,Major,69590,409986,Yes,No,1,13,Urban,1
57061,63,Female,Premium,SUV,Total Loss,45655,376241,Yes,Yes,0,39,Rural,1
57062,69,Female,Gold,Sedan,Total Loss,30259,12212,No,No,1,14,Rural,1
57064,30,Female,Basic,Hatchback,Major,60814,331806,No,Yes,0,30,Rural,1
57072,37,Male,Basic,SUV,Minor,80461,323391,No,Yes,0,6,Rural,1
57074,23,Male,Gold,SUV,Total Loss,26207,151250,Yes,Yes,4,19,Urban,1
57079,33,Male,Gold,Truck,Minor,23142,127699,Yes,No,1,39,Rural,1
57087,40,Male,Gold,SUV,Major,33691,266633,Yes,No,0,26,Rural,1
57089,30,Male,Premium,Hatchback,Minor,25263,261300,No,No,0,38,Urban,1
57091,71,Female,Gold,Sedan,Minor,40993,173770,Yes,Yes,3,45,Rural,1
57098,53,Male,Gold,Hatchback,Total Loss,70357,416236,No,No,3,25,Rural,1
57099,26,Male,Premium,SUV,Minor,46259,121363,No,No,1,43,Rural,1
57105,69,Male,Premium,Sedan,Minor,28755,46893,Yes,Yes,3,26,Rural,1
57108,74,Female,Premium,Hatchback,Minor,54661,571699,No,Yes,0,46,Rural,1
57115,22,Male,Gold,Truck,Total Loss,34058,574021,Yes,Yes,5,50,Urban,1
57120,39,Male,Premium,SUV,Total Loss,29263,418702,No,Yes,5,38,Urban,1
57127,26,Male,Premium,SUV,Total Loss,52464,482303,No,No,5,28,Urban,1
57128,59,Male,Basic,Truck,Total Loss,70546,486327,No,Yes,3,58,Rural,1
57131,21,Female,Premium,SUV,Minor,79202,47245,Yes,No,0,32,Rural,1
57133,59,Male,Gold,Truck,Total Loss,64058,416068,No,No,3,52,Rural,1
57144,19,Female,Premium,Hatchback,Major,80440,484646,No,No,1,41,Urban,1
57147,19,Female,Basic,Hatchback,Major,69646,135771,Yes,No,3,22,Rural,1
57148,19,Female,Gold,Hatchback,Total Loss,45549,465240,Yes,No,0,57,Rural,1
57155,56,Female,Premium,Sedan,Total Loss,21817,348392,No,Yes,4,4,Urban,1
57156,70,Female,Premium,Truck,Minor,53512,283108,No,Yes,5,16,Urban,1
57159,41,Female,Gold,SUV,Minor,73259,233999,Yes,No,2,19,Urban,1
57160,18,Male,Premium,Hatchback,Total Loss,68094,232149,Yes,Yes,0,28,Urban,1
57163,38,Female,Premium,Hatchback,Major,88440,415613,Yes,Yes,5,45,Rural,1
57164,21,Male,Basic,Truck,Minor,69858,500746,Yes,Yes,4,2,Rural,1
57170,48,Male,Basic,Truck,Minor,67990,67214,Yes,Yes,2,4,Urban,1
57172,50,Female,Premium,Hatchback,Total Loss,70030,281029,Yes,Yes,0,59,Urban,1
57175,49,Female,Premium,Hatchback,Minor,41273,84127,Yes,No,3,12,Urban,1
57182,19,Female,Premium,Sedan,Total Loss,53419,125784,No,Yes,2,49,Urban,1
57187,36,Female,Basic,SUV,Minor,19996,192835,Yes,Yes,0,10,Urban,1
57201,71,Female,Gold,Truck,Minor,40619,472628,Yes,No,5,11,Urban,1
57204,33,Female,Basic,Truck,Major,55334,162986,No,Yes,2,55,Rural,1
57206,71,Female,Basic,SUV,Total Loss,49341,44709,No,Yes,3,15,Rural,1
57208,37,Female,Basic,SUV,Major,37104,496824,No,No,3,13,Rural,1
57210,45,Female,Basic,Hatchback,Total Loss,63277,523096,No,Yes,0,59,Urban,1
57216,50,Female,Basic,Truck,Total Loss,16049,490610,No,No,0,28,Rural,1
57218,73,Female,Basic,Truck,Minor,79760,224970,No,No,2,50,Urban,1
57221,59,Male,Gold,Truck,Minor,58705,47608,Yes,Yes,4,41,Rural,1
57227,39,Male,Premium,Sedan,Total Loss,88685,307567,No,No,2,23,Urban,1
57233,58,Female,Basic,Hatchback,Total Loss,87401,373199,No,No,0,3,Rural,1
57236,49,Female,Gold,SUV,Total Loss,76196,21714,Yes,Yes,5,43,Urban,1
57244,43,Female,Gold,Sedan,Minor,22811,378596,Yes,Yes,0,14,Rural,1
57251,37,Female,Basic,Hatchback,Total Loss,15207,217624,No,Yes,2,30,Urban,1
57258,71,Female,Premium,Truck,Minor,30526,507840,Yes,Yes,1,42,Urban,1
57260,19,Male,Basic,Truck,Total Loss,68242,577689,Yes,Yes,3,58,Rural,1
57261,48,Female,Premium,Truck,Major,21803,161262,Yes,Yes,0,2,Rural,1
57264,19,Female,Gold,Truck,Total Loss,17461,294101,No,No,2,26,Urban,1
57265,46,Female,Basic,Truck,Total Loss,52464,121552,Yes,No,0,32,Rural,1
57274,27,Male,Premium,Hatchback,Minor,31734,101485,Yes,Yes,0,47,Rural,1
57278,35,Male,Premium,Truck,Minor,20661,307567,No,Yes,4,2,Urban,1
57279,41,Male,Gold,SUV,Minor,18838,105338,Yes,Yes,2,48,Rural,1
57281,51,Male,Gold,Hatchback,Major,25378,241905,Yes,No,3,48,Urban,1
57282,29,Female,Basic,Truck,Minor,23058,307567,Yes,Yes,1,17,Rural,1
57296,50,Female,Premium,Hatchback,Minor,34053,9226,Yes,Yes,2,1,Urban,1
57300,35,Male,Basic,SUV,Total Loss,20030,570361,Yes,Yes,1,36,Rural,1
57303,40,Male,Gold,Sedan,Minor,20092,6628,Yes,No,2,50,Rural,1
57328,34,Male,Gold,Sedan,Minor,78296,96837,No,Yes,4,49,Urban,1
57330,71,Male,Basic,Sedan,Minor,29008,88661,Yes,Yes,3,23,Urban,1
57333,51,Male,Gold,Sedan,Total Loss,34061,556756,No,No,4,46,Rural,1
57340,31,Female,Gold,Hatchback,Total Loss,25468,284317,No,Yes,3,19,Urban,1
57350,63,Female,Basic,Hatchback,Minor,67381,85195,Yes,Yes,2,25,Urban,1
57351,71,Male,Premium,Sedan,Minor,32574,169458,Yes,Yes,2,39,Urban,1
57354,57,Male,Gold,SUV,Total Loss,47779,203311,No,Yes,2,15,Urban,1
57357,52,Female,Basic,Sedan,Minor,23060,377468,Yes,No,2,45,Urban,1
57361,23,Male,Basic,Sedan,Major,86421,174998,Yes,No,4,40,Urban,1
57362,42,Female,Gold,Sedan,Minor,15426,35900,Yes,No,0,57,Urban,1
57366,62,Female,Premium,Truck,Total Loss,27513,27975,Yes,No,5,10,Rural,1
57367,22,Male,Basic,Sedan,Minor,31830,304454,Yes,Yes,2,2,Urban,1
57375,40,Female,Premium,Truck,Total Loss,78503,64760,Yes,No,5,49,Urban,1
57387,52,Male,Gold,Truck,Total Loss,20127,383108,No,No,4,39,Urban,1
57388,37,Female,Basic,Hatchback,Major,76453,524817,No,No,1,4,Urban,1
57389,63,Female,Gold,Sedan,Major,73389,427448,Yes,Yes,0,45,Urban,1
57390,20,Male,Premium,Hatchback,Minor,27512,145920,Yes,No,0,54,Urban,1
57401,46,Female,Gold,Truck,Total Loss,53866,168475,No,Yes,5,9,Rural,1
57405,20,Female,Basic,Truck,Minor,16716,123781,Yes,Yes,4,46,Urban,1
57410,29,Female,Premium,Hatchback,Major,37055,446627,Yes,Yes,0,1,Urban,1
57412,62,Male,Basic,Sedan,Minor,88916,116318,Yes,No,5,10,Rural,1
57413,37,Female,Gold,Sedan,Minor,86262,79063,Yes,Yes,2,48,Rural,1
57416,21,Male,Premium,Truck,Minor,66557,51185,No,Yes,0,21,Urban,1
57437,69,Female,Gold,SUV,Major,86220,23921,No,Yes,3,21,Rural,1
57438,25,Female,Premium,Sedan,Minor,66839,404961,Yes,Yes,1,58,Rural,1
57440,43,Female,Basic,SUV,Major,87132,83755,No,Yes,3,16,Rural,1
57441,65,Male,Gold,Hatchback,Major,22074,558300,Yes,No,5,53,Rural,1
57443,43,Male,Basic,Hatchback,Minor,72344,82974,Yes,No,5,57,Rural,1
57444,40,Male,Premium,Truck,Total Loss,67808,171494,No,Yes,5,31,Rural,1
57447,45,Female,Basic,SUV,Minor,61412,42860,Yes,Yes,4,32,Rural,1
57462,59,Female,Premium,Hatchback,Total Loss,81889,311649,No,Yes,5,36,Rural,1
57466,51,Female,Premium,Hatchback,Total Loss,34184,150136,Yes,No,4,38,Urban,1
57467,60,Female,Gold,SUV,Total Loss,21902,307567,No,Yes,2,29,Rural,1
57469,23,Male,Gold,Truck,Minor,64374,247228,Yes,No,5,15,Urban,1
57473,66,Male,Gold,Sedan,Major,49546,160064,Yes,No,5,41,Urban,1
57474,59,Male,Basic,Sedan,Minor,32004,141714,Yes,No,0,59,Rural,1
57477,52,Female,Premium,SUV,Minor,68206,8884,Yes,Yes,2,11,Urban,1
57481,71,Female,Premium,Sedan,Major,58787,465910,Yes,No,2,30,Rural,1
57484,24,Female,Premium,Truck,Major,23043,307567,Yes,Yes,2,3,Rural,1
57491,55,Female,Basic,Hatchback,Major,54260,317531,Yes,No,1,37,Urban,1
57494,60,Male,Premium,Sedan,Total Loss,46643,28613,No,No,5,58,Urban,1
57499,70,Female,Basic,Truck,Minor,20413,147714,Yes,Yes,1,46,Rural,1
57505,71,Female,Premium,SUV,Minor,51396,597868,Yes,No,5,4,Rural,1
57509,71,Male,Gold,Hatchback,Total Loss,62786,184914,Yes,Yes,3,57,Rural,1
57514,24,Male,Premium,Sedan,Minor,39126,173039,Yes,Yes,3,45,Urban,1
57517,45,Male,Premium,Truck,Total Loss,73074,523778,Yes,Yes,0,46,Rural,1
57519,58,Female,Premium,Hatchback,Minor,20557,47440,No,No,5,11,Rural,1
57526,64,Male,Basic,SUV,Minor,67166,308876,No,Yes,5,37,Rural,1
57528,43,Female,Basic,Hatchback,Minor,52464,156567,Yes,No,0,4,Urban,1
57532,36,Female,Premium,Sedan,Major,87933,98267,No,No,4,13,Rural,1
57533,50,Male,Basic,Hatchback,Total Loss,45083,165728,No,No,1,8,Urban,1
57534,53,Male,Basic,Sedan,Major,16732,141018,No,No,3,51,Urban,1
57535,31,Male,Premium,Sedan,Minor,17942,9743,Yes,Yes,3,47,Rural,1
57539,45,Male,Basic,SUV,Minor,72676,143364,Yes,Yes,2,42,Urban,1
57540,34,Female,Gold,Truck,Major,37517,523835,Yes,No,2,39,Rural,1
57555,64,Male,Basic,Sedan,Minor,34641,146302,Yes,Yes,1,29,Rural,1
57559,55,Female,Gold,Hatchback,Major,55957,396416,No,No,2,16,Rural,1
57561,42,Female,Gold,Truck,Major,79414,484194,No,No,5,15,Rural,1
57566,35,Male,Gold,SUV,Total Loss,89208,533725,Yes,Yes,0,7,Urban,1
57568,58,Female,Gold,Truck,Total Loss,78756,527440,Yes,No,1,19,Rural,1
57571,74,Male,Premium,Hatchback,Major,52464,254827,No,Yes,3,38,Urban,1
57573,65,Female,Gold,Hatchback,Minor,69012,593676,No,Yes,3,26,Urban,1
57574,67,Female,Premium,SUV,Major,18560,566783,No,No,0,44,Rural,1
57577,69,Male,Premium,Sedan,Minor,57077,162105,Yes,Yes,5,52,Rural,1
57580,61,Female,Basic,Sedan,Minor,76053,199500,Yes,Yes,3,35,Urban,1
57582,51,Female,Basic,SUV,Minor,22181,9867,Yes,Yes,3,16,Urban,1
57586,60,Male,Gold,SUV,Minor,87559,497926,Yes,Yes,2,38,Urban,1
57588,43,Male,Gold,SUV,Total Loss,52470,462537,No,No,1,38,Rural,1
57591,24,Female,Gold,Hatchback,Minor,44390,86774,Yes,No,5,50,Urban,1
57596,25,Male,Premium,SUV,Minor,47899,172952,No,Yes,5,44,Rural,1
57600,67,Male,Gold,Sedan,Minor,33862,307567,Yes,No,1,17,Rural,1
57606,74,Male,Basic,Sedan,Total Loss,20647,540225,No,Yes,2,38,Rural,1
57607,35,Female,Premium,Hatchback,Minor,22597,22104,Yes,Yes,1,17,Rural,1
57608,45,Female,Basic,Hatchback,Major,52464,533614,No,Yes,2,9,Urban,1
57612,64,Male,Gold,Sedan,Minor,84102,33341,Yes,No,1,42,Rural,1
57613,48,Male,Basic,Truck,Minor,56472,594583,No,Yes,0,21,Rural,1
57618,65,Female,Premium,Hatchback,Minor,16757,44060,Yes,No,4,25,Urban,1
57621,65,Female,Gold,SUV,Total Loss,36863,246586,Yes,Yes,0,39,Rural,1
57633,53,Female,Basic,Sedan,Major,62376,95524,No,No,5,36,Urban,1
57634,35,Male,Basic,SUV,Minor,63547,142417,Yes,No,5,6,Urban,1
57645,61,Male,Basic,Sedan,Minor,26722,33026,Yes,No,4,36,Rural,1
57648,39,Male,Basic,Sedan,Major,70701,565283,No,Yes,3,48,Rural,1
57649,36,Male,Gold,SUV,Minor,29919,153186,Yes,Yes,0,14,Rural,1
57652,48,Female,Gold,SUV,Major,35999,572767,No,No,0,17,Rural,1
57653,54,Male,Premium,Sedan,Minor,73582,305169,Yes,Yes,5,27,Urban,1
57654,47,Male,Gold,SUV,Minor,56543,307567,Yes,No,0,44,Urban,1
57658,27,Female,Gold,SUV,Minor,37788,77493,Yes,Yes,4,43,Urban,1
57659,54,Male,Basic,SUV,Major,75048,548364,Yes,No,3,11,Urban,1
57664,56,Female,Gold,Sedan,Major,39324,199390,No,No,0,8,Urban,1
57665,26,Male,Premium,Sedan,Major,67753,527089,Yes,Yes,5,8,Urban,1
57668,29,Male,Gold,Hatchback,Minor,34590,40917,Yes,No,1,54,Rural,1
57669,72,Male,Premium,Hatchback,Major,38096,496329,No,No,2,13,Urban,1
57670,46,Female,Basic,SUV,Major,67142,248554,No,No,3,58,Urban,1
57671,50,Male,Premium,Sedan,Minor,58261,355292,Yes,Yes,2,46,Urban,1
57672,60,Female,Basic,Hatchback,Minor,71698,92535,Yes,Yes,4,47,Urban,1
57673,70,Female,Premium,SUV,Total Loss,65502,127958,No,Yes,4,36,Urban,1
57674,32,Female,Basic,SUV,Minor,62984,77820,Yes,No,1,19,Urban,1
57677,56,Female,Basic,Truck,Total Loss,76445,284880,No,No,0,48,Urban,1
57678,70,Male,Basic,Truck,Minor,64972,139806,Yes,Yes,1,26,Rural,1
57682,20,Female,Gold,Truck,Minor,83096,180016,Yes,Yes,2,31,Urban,1
57688,54,Female,Premium,SUV,Minor,33674,511225,No,Yes,4,26,Urban,1
57690,61,Male,Premium,Truck,Total Loss,19596,510710,No,Yes,0,51,Rural,1
57691,48,Male,Premium,Truck,Major,31588,218770,No,Yes,1,33,Rural,1
57705,42,Female,Premium,Truck,Minor,29030,136382,Yes,No,1,6,Rural,1
57708,38,Female,Premium,SUV,Major,42135,110636,Yes,Yes,4,19,Rural,1
57710,33,Female,Premium,Hatchback,Minor,65677,507604,No,No,0,3,Rural,1
57711,48,Female,Premium,Sedan,Total Loss,28733,318311,No,No,0,34,Urban,1
57712,31,Male,Basic,Hatchback,Total Loss,77113,339542,Yes,Yes,1,58,Rural,1
57714,45,Male,Basic,SUV,Minor,18098,16876,Yes,No,1,1,Urban,1
57715,49,Female,Gold,Truck,Minor,72119,110722,Yes,Yes,2,35,Rural,1
57718,72,Male,Gold,Sedan,Minor,55546,279363,No,No,4,35,Rural,1
57721,62,Female,Gold,Hatchback,Minor,51382,154346,Yes,No,4,29,Rural,1
57723,49,Female,Premium,Hatchback,Total Loss,62022,79007,Yes,Yes,2,14,Rural,1
57730,27,Female,Gold,Sedan,Total Loss,55109,38399,No,No,1,22,Urban,1
57732,32,Male,Gold,Sedan,Major,58190,17984,No,No,5,45,Urban,1
57734,46,Female,Basic,SUV,Minor,17666,5927,Yes,Yes,4,2,Urban,1
57735,64,Male,Basic,Truck,Minor,68513,111573,Yes,No,5,8,Urban,1
57736,20,Male,Premium,Sedan,Minor,87688,501103,Yes,No,2,57,Rural,1
57739,45,Female,Premium,Truck,Major,32668,288265,No,No,4,20,Urban,1
57742,52,Female,Gold,Hatchback,Major,70159,119979,Yes,No,0,44,Rural,1
57759,20,Male,Gold,Hatchback,Minor,89822,298859,Yes,Yes,5,51,Urban,1
57764,30,Male,Premium,Sedan,Total Loss,43483,84756,No,Yes,1,20,Rural,1
57780,66,Female,Gold,Truck,Minor,85297,425622,No,Yes,2,57,Rural,1
57782,61,Male,Premium,Truck,Total Loss,84102,37968,Yes,No,4,29,Rural,1
57783,18,Male,Basic,SUV,Minor,64411,152267,Yes,No,3,2,Urban,1
57784,27,Male,Basic,Sedan,Minor,42254,514917,No,No,0,44,Rural,1
57785,60,Female,Basic,Sedan,Total Loss,42160,52323,Yes,No,5,19,Rural,1
57789,73,Female,Gold,SUV,Minor,52464,139577,Yes,No,4,2,Rural,1
57790,66,Female,Basic,Sedan,Major,57383,589732,No,No,3,39,Urban,1
57797,63,Female,Basic,Hatchback,Minor,52522,152524,Yes,No,0,12,Urban,1
57800,58,Female,Premium,Hatchback,Minor,44689,322616,No,Yes,1,14,Rural,1
57803,40,Male,Premium,SUV,Total Loss,55679,247779,Yes,No,5,50,Rural,1
57810,35,Male,Premium,Sedan,Total Loss,36810,420529,Yes,No,0,9,Rural,1
57821,49,Female,Gold,Truck,Minor,44277,297581,Yes,No,2,3,Rural,1
57827,45,Male,Premium,Sedan,Total Loss,19170,214636,No,Yes,4,45,Rural,1
57829,21,Female,Gold,Hatchback,Total Loss,56147,499894,Yes,Yes,0,39,Rural,1
57834,20,Male,Premium,Truck,Minor,15220,10494,Yes,No,4,40,Urban,1
57837,23,Male,Premium,Sedan,Minor,76949,562721,Yes,No,5,4,Rural,1
57839,41,Male,Gold,SUV,Major,31771,307567,Yes,Yes,5,57,Urban,1
57840,65,Female,Premium,Hatchback,Minor,76182,387273,Yes,Yes,3,25,Urban,1
57844,30,Male,Basic,Truck,Total Loss,81095,530451,No,Yes,0,22,Rural,1
57845,22,Female,Gold,Hatchback,Total Loss,16839,204533,No,No,4,56,Urban,1
57851,35,Male,Premium,Truck,Minor,,371361,No,Yes,1,11,Rural,1
57855,62,Male,Premium,SUV,Total Loss,,495722,No,No,3,35,Urban,1
57860,30,Male,Basic,Truck,Minor,57997,89590,Yes,No,2,15,Urban,1
57871,63,Female,Basic,SUV,Minor,44011,354341,No,No,3,14,Rural,1
57873,71,Female,Gold,SUV,Minor,31515,199437,No,Yes,0,46,Rural,1
57874,62,Female,Gold,Truck,Minor,84215,302320,No,No,2,13,Rural,1
57879,68,Male,Premium,Hatchback,Major,49289,229388,No,No,1,16,Rural,1
57884,73,Male,Gold,Sedan,Minor,54543,43862,No,No,3,37,Urban,1
57891,45,Male,Basic,Hatchback,Minor,48512,68332,Yes,No,2,39,Urban,1
57899,52,Male,Basic,Hatchback,Minor,31524,318115,Yes,Yes,3,49,Rural,1
57914,63,Male,Premium,Hatchback,Total Loss,28284,429193,No,Yes,4,21,Rural,1
57916,61,Male,Premium,Truck,Total Loss,49574,82837,Yes,Yes,0,26,Rural,1
57924,42,Female,Gold,Truck,Minor,43718,474839,No,No,3,31,Rural,1
57926,18,Female,Basic,Hatchback,Minor,23421,33388,Yes,Yes,1,8,Urban,1
57928,40,Male,Premium,Hatchback,Minor,69004,105165,No,No,5,37,Rural,1
57932,60,Female,Basic,Hatchback,Minor,84308,373579,Yes,No,2,10,Urban,1
57935,47,Male,Premium,SUV,Total Loss,54855,466965,Yes,No,4,58,Urban,1
57946,44,Female,Premium,Hatchback,Minor,71902,187851,Yes,No,2,56,Rural,1
57948,61,Male,Basic,Hatchback,Minor,48235,130815,Yes,No,3,15,Rural,1
57954,68,Male,Basic,SUV,Major,26391,257368,No,Yes,5,52,Urban,1
57963,26,Female,Gold,Hatchback,Major,33778,563777,No,Yes,3,49,Urban,1
57966,74,Female,Gold,Sedan,Total Loss,77660,49459,No,Yes,1,2,Urban,1
57971,65,Female,Basic,Hatchback,Minor,89858,177972,No,No,2,7,Rural,1
57979,70,Female,Premium,Hatchback,Major,47421,310370,Yes,Yes,5,57,Rural,1
57982,45,Male,Gold,SUV,Minor,82579,123480,Yes,,1,56,Rural,1
57988,23,Male,Premium,SUV,Minor,28382,199922,Yes,Yes,2,26,Urban,1
57989,28,Male,Premium,Truck,Major,44852,377481,No,No,4,55,Rural,1
57992,23,Male,Gold,SUV,Total Loss,47130,538102,No,No,0,43,Rural,1
57994,28,Female,Gold,Truck,Minor,43268,421903,Yes,No,5,6,Urban,1
57999,72,Male,Basic,Hatchback,Minor,19462,119621,Yes,Yes,5,16,Rural,1
58001,32,Female,Gold,SUV,Total Loss,76503,413042,Yes,No,4,39,Urban,0
58002,45,Female,Gold,Sedan,Major,88795,560054,No,Yes,5,54,Urban,1
58003,71,Male,Basic,Hatchback,Minor,52464,115397,Yes,No,3,13,Rural,1
58004,68,Male,Basic,SUV,Minor,29641,312571,Yes,Yes,3,38,Rural,0
58005,70,Male,Gold,Truck,Minor,24595,176568,Yes,Yes,4,5,Rural,1
58006,32,Female,Gold,Hatchback,Minor,74965,193928,Yes,Yes,2,11,Urban,1
58007,45,Male,Basic,Hatchback,Major,34378,261656,No,Yes,2,29,Urban,1
58008,21,Female,Premium,Sedan,Total Loss,57936,98270,No,No,0,37,Urban,1
58009,66,Female,Gold,Hatchback,Major,42364,379611,No,No,1,33,Rural,0
58010,73,Female,Gold,Sedan,Major,85050,164341,No,No,1,19,Rural,0
58011,65,Male,Basic,Sedan,Major,59134,113567,Yes,No,2,53,Rural,0
58012,64,Female,Premium,SUV,Total Loss,75321,526177,Yes,Yes,2,16,Urban,0
58013,28,Male,Premium,Truck,Total Loss,27133,519813,No,Yes,4,18,Urban,0
58014,27,Female,Gold,SUV,Minor,26551,220782,Yes,Yes,0,25,Rural,0
58015,59,Female,Premium,Hatchback,Total Loss,81889,311649,No,Yes,5,36,Rural,1
58016,68,Male,Premium,Sedan,Major,56466,65644,Yes,No,1,2,Rural,1
58017,72,Female,Premium,Sedan,Total Loss,39814,26420,No,Yes,0,5,Rural,1
58018,42,Female,Gold,Sedan,Minor,33205,87099,Yes,No,4,4,Urban,1
58019,19,Male,Gold,Hatchback,Major,17477,466741,No,Yes,1,56,Urban,0
58020,63,Male,Basic,SUV,Major,35032,307567,Yes,No,0,13,Rural,0
58021,25,Male,Premium,Sedan,Minor,68394,23883,No,No,1,32,Rural,0
58022,72,Female,Basic,SUV,Minor,85098,433388,Yes,No,0,28,Urban,0
58023,63,Male,Premium,Truck,Major,44140,558267,No,No,3,57,Rural,0
58024,38,Female,Gold,Hatchback,Major,24048,307567,No,Yes,3,9,Urban,0
58025,63,Male,Basic,Sedan,Major,34906,202939,No,Yes,3,48,Urban,0
58026,73,Female,Gold,Truck,Total Loss,87551,307567,No,Yes,5,40,Urban,0
58027,31,Male,Gold,Truck,Major,57057,456669,Yes,No,3,22,Rural,0
58028,74,Female,Premium,Hatchback,Major,62276,274334,Yes,Yes,3,54,Rural,1
58029,49,Female,Gold,Truck,Minor,44277,297581,Yes,No,2,3,Rural,1
58030,42,Female,Basic,Hatchback,Major,65772,10100,No,Yes,0,43,Rural,0
58031,72,Male,Basic,Truck,Total Loss,78708,457755,No,No,1,36,Rural,0
58032,23,Female,Basic,Sedan,Total Loss,48138,57470,Yes,Yes,5,3,Rural,0
58033,55,Male,Premium,Truck,Minor,44733,410329,No,Yes,5,4,Urban,1
58034,49,Male,Basic,Sedan,Minor,50847,111951,Yes,No,0,49,Urban,1
58035,35,Female,Gold,Truck,Minor,63577,119289,Yes,Yes,3,54,Rural,1
58036,74,Female,Premium,Hatchback,Major,69929,466501,No,No,5,5,Rural,0
58037,74,Male,Basic,Hatchback,Minor,89060,89709,Yes,No,2,37,Urban,1
58038,64,Male,Premium,SUV,Total Loss,58671,29916,No,Yes,5,10,Rural,0
58039,43,Female,Gold,SUV,Major,79579,306219,No,No,0,11,Urban,0
58040,46,Female,Basic,Truck,Minor,19412,307567,No,Yes,2,47,Urban,0
58041,74,Female,Gold,Truck,Minor,36063,448273,Yes,Yes,0,17,Rural,0
58042,66,Female,Gold,Truck,Minor,52464,265520,Yes,Yes,5,29,Urban,0
58043,62,Male,Gold,Truck,Minor,79811,377629,Yes,Yes,4,20,Rural,0
58044,61,Female,Basic,Hatchback,Minor,77025,276871,Yes,No,0,46,Rural,1
58045,37,Female,Basic,Hatchback,Minor,79806,429312,Yes,No,2,1,Urban,0
58046,47,Female,Premium,SUV,Minor,41974,80650,No,Yes,3,41,Urban,0
58047,50,Male,Gold,Truck,Total Loss,50583,209010,Yes,Yes,4,17,Urban,0
58048,41,Female,Basic,Hatchback,Major,52464,307567,No,Yes,0,7,Urban,0
58049,52,Male,Premium,SUV,Total Loss,52264,393193,Yes,No,2,14,Urban,0
58050,20,Male,Gold,Hatchback,Minor,30637,523293,No,Yes,4,28,Rural,1
58051,52,Male,Basic,Sedan,Minor,31854,307670,No,No,3,2,Rural,0
58052,38,Male,Basic,SUV,Minor,42428,118535,No,No,3,35,Urban,1
58053,39,Female,Premium,Truck,Total Loss,80796,130807,Yes,No,0,12,Rural,0
58054,62,Male,Gold,Truck,Total Loss,81951,503896,Yes,Yes,5,8,Urban,0
58055,49,Male,Basic,Hatchback,Minor,87152,65683,Yes,Yes,2,3,Urban,1
58056,45,Male,Gold,Sedan,Minor,81864,257892,Yes,No,5,40,Urban,1
58057,34,Female,Premium,SUV,Total Loss,74874,394022,Yes,No,2,58,Urban,0
58058,41,Female,Gold,SUV,Minor,52464,455715,Yes,Yes,3,20,Urban,1
58059,72,Male,Basic,Hatchback,Total Loss,32767,558842,Yes,Yes,5,13,Rural,0
58060,63,Male,Basic,Hatchback,Minor,81920,160339,Yes,Yes,3,14,Urban,1
